SeriesName,CountryName,CountryCode,ContinentName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Merchandise trade (% of GDP),Botswana,BWA,Africa,8.22E-05,7.87E-05,7.85E-05,7.00E-05,7.53E-05,7.65E-05,7.51E-05,8.45E-05,9.28E-05,7.97E-05,8.09E-05,8.57E-05,9.73E-05,0.000109135,0.000102075,9.40E-05
Merchandise trade (% of GDP),Brazil,BRA,South America,1.74E-05,2.09E-05,2.17E-05,2.22E-05,2.44E-05,2.20E-05,2.11E-05,2.06E-05,2.24E-05,1.72E-05,1.78E-05,1.88E-05,1.93E-05,1.99E-05,1.89E-05,2.05E-05
Merchandise trade (% of GDP),British Virgin Islands,VGB,North America,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Brunei Darussalam,BRN,Asia,8.35E-05,8.57E-05,9.00E-05,8.77E-05,8.23E-05,8.12E-05,8.12E-05,7.98E-05,8.96E-05,8.99E-05,8.35E-05,8.69E-05,8.70E-05,8.32E-05,8.25E-05,7.41E-05
Merchandise trade (% of GDP),Bulgaria,BGR,Europe,8.60E-05,8.74E-05,8.34E-05,8.71E-05,9.32E-05,0.00010011,0.000111501,0.000109174,0.000108874,7.66E-05,9.16E-05,0.000105931,0.000109925,0.000114864,0.000112291,0.000107757
Merchandise trade (% of GDP),Burkina Faso,BFA,Africa,2.77E-05,2.76E-05,2.72E-05,2.63E-05,3.21E-05,2.81E-05,2.91E-05,3.02E-05,2.87E-05,2.93E-05,3.60E-05,3.98E-05,4.58E-05,5.00E-05,4.32E-05,4.44E-05
Merchandise trade (% of GDP),Burundi,BDI,Africa,2.27E-05,2.03E-05,1.93E-05,2.49E-05,2.44E-05,2.93E-05,3.84E-05,2.79E-05,2.85E-05,2.63E-05,3.00E-05,3.91E-05,3.79E-05,3.69E-05,3.33E-05,3.15E-05
Merchandise trade (% of GDP),Cabo Verde,CPV,Africa,4.47E-05,4.33E-05,4.62E-05,4.47E-05,4.83E-05,4.69E-05,5.08E-05,5.08E-05,4.79E-05,4.35E-05,4.72E-05,5.45E-05,4.72E-05,4.29E-05,4.56E-05,4.20E-05
Merchandise trade (% of GDP),Cambodia,KHM,Asia,9.05E-05,9.02E-05,9.90E-05,0.000100424,0.000112237,0.000111536,0.000116336,0.000110276,0.000108347,9.64E-05,0.000106153,0.000124743,0.000136526,0.000106521,0.000105002,0.000120793
Merchandise trade (% of GDP),Cameroon,CMR,Africa,3.29E-05,3.47E-05,3.17E-05,3.06E-05,2.80E-05,3.12E-05,3.47E-05,3.97E-05,4.14E-05,3.07E-05,3.44E-05,3.85E-05,3.71E-05,3.45E-05,3.63E-05,3.27E-05
Merchandise trade (% of GDP),Canada,CAN,North America,7.02E-05,6.62E-05,6.33E-05,5.80E-05,5.83E-05,5.84E-05,5.68E-05,5.54E-05,5.65E-05,4.71E-05,4.90E-05,5.12E-05,5.10E-05,5.06E-05,5.28E-05,5.40E-05
Merchandise trade (% of GDP),Cayman Islands,CYM,North America,..,..,..,..,..,..,2.54E-05,2.41E-05,2.54E-05,2.25E-05,2.16E-05,2.39E-05,2.33E-05,2.34E-05,2.35E-05,2.23E-05
Merchandise trade (% of GDP),Central African Republic,CAF,Africa,3.04E-05,2.67E-05,2.69E-05,2.16E-05,2.24E-05,2.27E-05,2.47E-05,2.52E-05,2.27E-05,1.89E-05,2.05E-05,2.05E-05,2.10E-05,1.94E-05,2.67E-05,2.55E-05
Merchandise trade (% of GDP),Chad,TCD,Africa,3.61E-05,5.07E-05,9.17E-05,5.07E-05,7.11E-05,6.06E-05,6.33E-05,6.32E-05,5.94E-05,5.17E-05,5.62E-05,6.65E-05,6.15E-05,5.25E-05,6.16E-05,5.59E-05
Merchandise trade (% of GDP),Channel Islands,CHI,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Chile,CHL,South America,4.84E-05,5.03E-05,5.06E-05,5.42E-05,5.78E-05,6.02E-05,6.27E-05,6.63E-05,7.09E-05,5.70E-05,5.96E-05,6.19E-05,5.91E-05,5.61E-05,5.68E-05,5.10E-05
Merchandise trade (% of GDP),China,CHN,Asia,3.92E-05,3.81E-05,4.22E-05,5.13E-05,5.90E-05,6.22E-05,6.40E-05,6.13E-05,5.58E-05,4.33E-05,4.89E-05,4.82E-05,4.53E-05,4.35E-05,4.11E-05,3.57E-05
Merchandise trade (% of GDP),Colombia,COL,South America,2.46E-05,2.56E-05,2.51E-05,2.85E-05,2.82E-05,2.91E-05,3.13E-05,3.05E-05,3.19E-05,2.83E-05,2.80E-05,3.32E-05,3.21E-05,3.09E-05,3.12E-05,3.06E-05
Merchandise trade (% of GDP),Comoros,COM,Africa,1.63E-05,1.80E-05,1.69E-05,1.77E-05,1.66E-05,1.70E-05,1.79E-05,1.91E-05,2.04E-05,2.49E-05,2.80E-05,2.96E-05,2.88E-05,2.73E-05,2.64E-05,2.39E-05
Merchandise trade (% of GDP),"Congo, Dem. Rep.",COD,Africa,7.81E-06,2.25E-05,2.54E-05,3.21E-05,3.85E-05,4.26E-05,3.87E-05,3.88E-05,4.40E-05,3.97E-05,4.54E-05,4.68E-05,4.23E-05,3.82E-05,4.18E-05,3.19E-05
Merchandise trade (% of GDP),"Congo, Rep.",COG,Africa,9.17E-05,9.79E-05,9.74E-05,0.000100122,9.45E-05,9.10E-05,0.000100232,9.30E-05,9.76E-05,9.26E-05,0.000101914,0.000107682,8.91E-05,8.51E-05,8.86E-05,0.000118119
Merchandise trade (% of GDP),Costa Rica,CRI,North America,8.19E-05,7.28E-05,7.54E-05,8.00E-05,7.86E-05,8.45E-05,8.74E-05,8.33E-05,8.13E-05,6.60E-05,6.18E-05,6.30E-05,6.25E-05,5.95E-05,5.69E-05,4.69E-05
Merchandise trade (% of GDP),Cote d'Ivoire,CIV,Africa,5.94E-05,5.80E-05,6.35E-05,5.91E-05,7.02E-05,7.93E-05,8.02E-05,7.54E-05,7.51E-05,7.50E-05,7.73E-05,7.62E-05,8.17E-05,7.84E-05,6.82E-05,4.64E-05
Merchandise trade (% of GDP),Croatia,HRV,Europe,5.69E-05,5.99E-05,5.82E-05,5.88E-05,5.92E-05,6.04E-05,6.31E-05,6.32E-05,6.38E-05,5.04E-05,5.32E-05,5.76E-05,5.87E-05,5.96E-05,6.36E-05,6.76E-05
Merchandise trade (% of GDP),Cuba,CUB,North America,2.13E-05,2.05E-05,1.67E-05,1.77E-05,2.08E-05,2.44E-05,2.54E-05,2.54E-05,3.18E-05,2.05E-05,2.55E-05,3.00E-05,2.70E-05,2.59E-05,2.22E-05,1.73E-05
Merchandise trade (% of GDP),Curacao,CUW,North America,..,..,..,..,..,..,..,..,..,..,..,0.000100635,0.000102265,8.30E-05,7.98E-05,6.34E-05
Merchandise trade (% of GDP),Cyprus,CYP,Asia,4.80E-05,4.71E-05,4.32E-05,3.70E-05,3.72E-05,4.22E-05,4.12E-05,4.18E-05,4.41E-05,3.50E-05,3.87E-05,3.81E-05,3.62E-05,3.49E-05,4.82E-05,5.20E-05
Merchandise trade (% of GDP),Czech Republic,CZE,Europe,9.88E-05,0.000102674,9.63E-05,0.000100339,0.000115974,0.000112745,0.000120386,0.000126544,0.000121967,0.000105095,0.000124185,0.000137245,0.000142898,0.000144806,0.00015727,0.000159143
Merchandise trade (% of GDP),Denmark,DNK,Europe,5.90E-05,5.89E-05,6.04E-05,5.68E-05,5.78E-05,6.08E-05,6.29E-05,6.30E-05,6.40E-05,5.51E-05,5.57E-05,6.03E-05,6.03E-05,6.06E-05,5.98E-05,5.98E-05
Merchandise trade (% of GDP),Djibouti,DJI,Africa,4.34E-05,3.98E-05,3.94E-05,4.42E-05,4.49E-05,4.47E-05,5.09E-05,6.26E-05,6.44E-05,5.03E-05,4.07E-05,4.87E-05,5.04E-05,4.11E-05,4.21E-05,4.14E-05
Merchandise trade (% of GDP),Dominica,DMA,North America,6.06E-05,5.14E-05,4.77E-05,4.89E-05,5.07E-05,5.68E-05,5.33E-05,5.53E-05,6.26E-05,5.28E-05,5.29E-05,5.09E-05,4.98E-05,4.78E-05,5.11E-05,4.51E-05
Merchandise trade (% of GDP),Dominican Republic,DOM,North America,6.26E-05,5.49E-05,5.16E-05,6.12E-05,6.19E-05,4.48E-05,4.96E-05,4.72E-05,4.73E-05,3.68E-05,4.13E-05,4.46E-05,4.42E-05,4.23E-05,4.04E-05,3.70E-05
Merchandise trade (% of GDP),Ecuador,ECU,South America,4.72E-05,4.10E-05,4.02E-05,3.99E-05,4.37E-05,4.91E-05,5.31E-05,5.53E-05,6.10E-05,4.63E-05,5.47E-05,5.90E-05,5.60E-05,5.47E-05,5.25E-05,4.01E-05
Merchandise trade (% of GDP),"Egypt, Arab Rep.",EGY,Africa,1.99E-05,1.88E-05,2.15E-05,2.54E-05,3.25E-05,3.95E-05,4.10E-05,4.32E-05,4.58E-05,3.60E-05,3.62E-05,3.79E-05,3.53E-05,3.30E-05,3.06E-05,2.58E-05
Merchandise trade (% of GDP),El Salvador,SLV,North America,6.69E-05,6.42E-05,6.46E-05,6.71E-05,7.02E-05,6.88E-05,7.11E-05,7.55E-05,8.04E-05,6.36E-05,7.00E-05,7.53E-05,7.29E-05,7.40E-05,7.00E-05,6.74E-05
Merchandise trade (% of GDP),Equatorial Guinea,GNQ,Africa,0.000147993,0.000174385,0.000145234,0.000149271,0.000129025,0.000101906,0.000101393,9.93E-05,9.62E-05,9.78E-05,9.49E-05,9.59E-05,0.000102754,9.48E-05,8.61E-05,7.60E-05
Merchandise trade (% of GDP),Eritrea,ERI,Africa,7.19E-05,5.87E-05,8.09E-05,5.06E-05,4.43E-05,4.56E-05,4.19E-05,3.97E-05,4.43E-05,3.24E-05,4.23E-05,6.68E-05,..,..,..,..
Merchandise trade (% of GDP),Estonia,EST,Europe,0.000155987,0.000147701,0.000138339,0.000137573,0.000117486,0.000127348,0.000136025,0.000118896,0.000116875,9.72E-05,0.000121247,0.00014607,0.000147339,0.000137642,0.000128254,0.000118691
Merchandise trade (% of GDP),Ethiopia,ETH,Africa,2.12E-05,2.75E-05,2.64E-05,3.69E-05,3.51E-05,4.03E-05,4.09E-05,3.60E-05,3.65E-05,2.86E-05,3.65E-05,3.68E-05,3.53E-05,3.16E-05,3.35E-05,3.04E-05
Merchandise trade (% of GDP),Faroe Islands,FRO,Europe,95.11640764,88.3541066,81.57318125,89.15593623,73.68631258,77.67135522,72.61474608,76.9416701,75.65182113,68.11815951,69.77115305,80.0898799,88.96170758,83.84488824,77.42309926,76.77618078
Merchandise trade (% of GDP),Fiji,FJI,Oceania,8.40E-05,8.57E-05,7.68E-05,8.09E-05,7.84E-05,7.68E-05,8.05E-05,7.50E-05,9.04E-05,7.21E-05,8.43E-05,8.61E-05,8.75E-05,9.39E-05,9.52E-05,6.36E-05
Merchandise trade (% of GDP),Finland,FIN,Europe,6.41E-05,5.86E-05,5.68E-05,5.59E-05,5.73E-05,6.07E-05,6.76E-05,6.71E-05,6.62E-05,4.90E-05,5.55E-05,5.94E-05,5.79E-05,5.60E-05,5.50E-05,5.13E-05
Merchandise trade (% of GDP),France,FRA,Europe,4.89E-05,4.74E-05,4.42E-05,4.30E-05,4.36E-05,4.41E-05,4.48E-05,4.48E-05,4.57E-05,3.89E-05,4.29E-05,4.60E-05,4.63E-05,4.49E-05,4.41E-05,4.42E-05
Merchandise trade (% of GDP),French Polynesia,PYF,Oceania,3.46E-05,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Gabon,GAB,Africa,7.00E-05,7.02E-05,6.64E-05,6.55E-05,6.53E-05,6.82E-05,6.95E-05,6.80E-05,7.79E-05,6.49E-05,8.12E-05,7.38E-05,7.64E-05,7.84E-05,6.78E-05,5.76E-05
Merchandise trade (% of GDP),"Gambia, The",GMB,Africa,2.59E-05,2.08E-05,3.08E-05,3.31E-05,2.57E-05,2.60E-05,2.56E-05,2.61E-05,2.15E-05,2.55E-05,2.29E-05,3.14E-05,3.58E-05,3.52E-05,4.16E-05,3.88E-05
Merchandise trade (% of GDP),Georgia,GEO,Asia,3.38E-05,3.33E-05,3.36E-05,4.01E-05,4.86E-05,5.23E-05,5.96E-05,6.34E-05,6.09E-05,5.23E-05,5.66E-05,6.13E-05,6.32E-05,6.36E-05,6.50E-05,6.36E-05
Merchandise trade (% of GDP),Germany,DEU,Europe,5.40E-05,5.44E-05,5.35E-05,5.43E-05,5.79E-05,6.14E-05,6.73E-05,6.95E-05,7.05E-05,6.02E-05,6.81E-05,7.29E-05,7.25E-05,7.04E-05,6.96E-05,7.08E-05
Merchandise trade (% of GDP),Ghana,GHA,Africa,9.32E-05,9.16E-05,7.41E-05,7.25E-05,7.35E-05,7.58E-05,5.13E-05,4.94E-05,5.42E-05,5.33E-05,5.86E-05,7.28E-05,7.59E-05,5.02E-05,5.18E-05,4.90E-05
Merchandise trade (% of GDP),Gibraltar,GIB,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Greece,GRC,Europe,3.48E-05,3.27E-05,2.73E-05,2.88E-05,2.83E-05,3.07E-05,3.25E-05,3.50E-05,3.61E-05,3.01E-05,3.14E-05,3.49E-05,3.95E-05,4.04E-05,4.13E-05,3.83E-05
Merchandise trade (% of GDP),Greenland,GRL,North America,5.97E-05,5.45E-05,5.90E-05,5.18E-05,5.09E-05,5.38E-05,5.25E-05,5.28E-05,5.53E-05,4.36E-05,4.75E-05,5.24E-05,5.12E-05,5.58E-05,5.02E-05,4.29E-05
Merchandise trade (% of GDP),Grenada,GRD,North America,5.52E-05,4.90E-05,4.39E-05,5.01E-05,4.42E-05,5.12E-05,4.64E-05,5.25E-05,4.77E-05,4.03E-05,4.45E-05,4.71E-05,4.70E-05,4.81E-05,4.14E-05,4.06E-05
Merchandise trade (% of GDP),Guam,GUM,Oceania,..,..,..,..,..,..,..,..,..,..,..,1.61E-05,1.32E-05,1.36E-05,2.02E-05,1.29E-05
Merchandise trade (% of GDP),Guatemala,GTM,North America,4.09E-05,4.32E-05,5.69E-05,5.74E-05,6.06E-05,5.84E-05,5.93E-05,6.00E-05,5.69E-05,4.97E-05,5.39E-05,5.67E-05,5.35E-05,5.20E-05,5.03E-05,4.55E-05
Merchandise trade (% of GDP),Guinea,GIN,Africa,4.27E-05,4.71E-05,4.66E-05,3.62E-05,4.19E-05,5.70E-05,4.71E-05,3.85E-05,3.89E-05,3.14E-05,4.20E-05,5.22E-05,5.48E-05,4.48E-05,5.06E-05,4.52E-05
Merchandise trade (% of GDP),Guinea-Bissau,GNB,Africa,3.27E-05,3.18E-05,2.70E-05,2.72E-05,2.99E-05,3.32E-05,3.39E-05,3.95E-05,3.77E-05,3.90E-05,3.80E-05,4.38E-05,3.16E-05,3.21E-05,3.60E-05,4.38E-05
Merchandise trade (% of GDP),Guyana,GUY,South America,0.00015028,0.000149122,0.000144602,0.000146555,0.000157905,0.000162569,6.21E-05,6.36E-05,6.96E-05,6.08E-05,6.63E-05,7.86E-05,8.40E-05,7.80E-05,7.17E-05,6.18E-05
Merchandise trade (% of GDP),Haiti,HTI,North America,1.97E-05,2.02E-05,2.31E-05,3.07E-05,2.83E-05,2.73E-05,2.87E-05,2.37E-05,2.69E-05,2.40E-05,3.19E-05,2.91E-05,2.91E-05,3.08E-05,3.17E-05,3.07E-05
Merchandise trade (% of GDP),Honduras,HND,North America,0.000103203,9.90E-05,0.00010342,0.000103616,0.000116819,0.000118817,0.000115228,0.000118693,0.000119956,8.36E-05,9.58E-05,0.000107864,0.000106484,0.000101548,9.70E-05,9.25E-05
Merchandise trade (% of GDP),"Hong Kong SAR, China",HKG,Asia,0.00024275,0.000232035,0.000246408,0.000286246,0.000318413,0.000326199,0.000340207,0.000340041,0.00034805,0.000318465,0.000368295,0.000388883,0.000398429,0.000419962,0.000385953,0.000345608
Merchandise trade (% of GDP),Hungary,HUN,Europe,0.00012784,0.000119168,0.000106897,0.000106565,0.000111682,0.00011461,0.000132826,0.000136437,0.000137504,0.000122949,0.000139225,0.00015149,0.000154696,0.000153321,0.000153106,0.000152307
Merchandise trade (% of GDP),Iceland,ISL,Europe,4.99E-05,5.23E-05,4.85E-05,4.56E-05,4.69E-05,4.80E-05,5.57E-05,5.35E-05,6.47E-05,5.82E-05,6.23E-05,6.72E-05,6.68E-05,6.25E-05,5.87E-05,5.77E-05
Merchandise trade (% of GDP),India,IND,Asia,2.00E-05,1.93E-05,2.05E-05,2.16E-05,2.49E-05,2.96E-05,3.19E-05,3.12E-05,4.30E-05,3.15E-05,3.44E-05,4.21E-05,4.30E-05,4.20E-05,3.85E-05,3.15E-05
Merchandise trade (% of GDP),Indonesia,IDN,Asia,6.61E-05,5.91E-05,4.98E-05,4.53E-05,4.89E-05,5.69E-05,5.05E-05,4.88E-05,5.24E-05,3.96E-05,3.89E-05,4.27E-05,4.16E-05,4.05E-05,3.98E-05,3.40E-05
Merchandise trade (% of GDP),"Iran, Islamic Rep.",IRN,Asia,3.89E-05,3.34E-05,3.80E-05,3.81E-05,3.88E-05,4.25E-05,4.42E-05,3.82E-05,4.15E-05,3.11E-05,3.42E-05,3.34E-05,2.77E-05,2.98E-05,3.47E-05,2.99E-05
Merchandise trade (% of GDP),Iraq,IRQ,Asia,..,..,..,..,0.000106782,9.45E-05,7.71E-05,7.07E-05,7.16E-05,7.20E-05,6.96E-05,7.06E-05,7.04E-05,6.74E-05,6.31E-05,6.54E-05
Merchandise trade (% of GDP),Ireland,IRL,Europe,0.000128643,0.000122225,0.000109937,8.93E-05,8.59E-05,8.42E-05,7.84E-05,7.61E-05,7.62E-05,7.56E-05,7.96E-05,8.10E-05,7.98E-05,7.91E-05,7.86E-05,6.87E-05
Merchandise trade (% of GDP),Isle of Man,IMN,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Israel,ISR,Asia,5.22E-05,4.93E-05,5.36E-05,5.36E-05,6.01E-05,6.15E-05,6.11E-05,6.16E-05,5.80E-05,4.57E-05,5.01E-05,5.37E-05,5.27E-05,4.71E-05,4.52E-05,4.21E-05
Merchandise trade (% of GDP),Italy,ITA,Europe,4.19E-05,4.12E-05,3.95E-05,3.79E-05,3.93E-05,4.08E-05,4.41E-05,4.58E-05,4.60E-05,3.75E-05,4.38E-05,4.72E-05,4.74E-05,4.66E-05,4.65E-05,4.73E-05
Merchandise trade (% of GDP),Jamaica,JAM,North America,5.11E-05,4.98E-05,4.78E-05,5.11E-05,5.25E-05,5.58E-05,6.37E-05,7.15E-05,7.95E-05,5.26E-05,4.96E-05,5.58E-05,5.43E-05,5.46E-05,5.25E-05,4.41E-05
Merchandise trade (% of GDP),Japan,JPN,Asia,1.76E-05,1.75E-05,1.83E-05,1.92E-05,2.12E-05,2.34E-05,2.71E-05,2.96E-05,3.06E-05,2.17E-05,2.57E-05,2.73E-05,2.72E-05,3.00E-05,3.10E-05,2.90E-05
Merchandise trade (% of GDP),Jordan,JOR,Asia,7.68E-05,7.98E-05,8.19E-05,8.66E-05,0.000105701,0.000117566,0.000111258,0.000113415,0.000110042,8.40E-05,8.33E-05,9.12E-05,9.05E-05,8.55E-05,8.50E-05,7.34E-05
Merchandise trade (% of GDP),Kazakhstan,KAZ,Asia,7.57E-05,6.81E-05,6.60E-05,6.92E-05,7.62E-05,7.91E-05,7.64E-05,7.68E-05,8.17E-05,6.21E-05,6.15E-05,6.29E-05,6.38E-05,5.64E-05,5.45E-05,4.15E-05
Merchandise trade (% of GDP),Kenya,KEN,Africa,3.81E-05,3.96E-05,4.08E-05,4.12E-05,4.50E-05,4.95E-05,4.16E-05,4.09E-05,4.49E-05,3.96E-05,4.32E-05,4.90E-05,4.45E-05,4.03E-05,3.99E-05,3.44E-05
Merchandise trade (% of GDP),Kiribati,KIR,Oceania,6.54E-05,7.29E-05,7.34E-05,6.10E-05,5.96E-05,6.96E-05,6.17E-05,6.03E-05,5.88E-05,5.51E-05,4.93E-05,5.56E-05,6.04E-05,5.62E-05,6.51E-05,7.42E-05
Merchandise trade (% of GDP),"Korea, Dem. People’s Rep.",PRK,Asia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),"Korea, Rep.",KOR,Asia,5.78E-05,5.32E-05,5.02E-05,5.30E-05,6.03E-05,5.84E-05,6.03E-05,6.21E-05,8.19E-05,7.27E-05,7.79E-05,8.61E-05,8.35E-05,7.84E-05,7.40E-05,6.57E-05
Merchandise trade (% of GDP),Kosovo,XKX,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Kuwait,KWT,Asia,7.05E-05,6.90E-05,6.39E-05,6.61E-05,6.94E-05,7.51E-05,7.21E-05,7.33E-05,7.62E-05,6.97E-05,8.03E-05,8.26E-05,8.40E-05,8.29E-05,8.19E-05,7.43E-05
Merchandise trade (% of GDP),Kyrgyz Republic,KGZ,Asia,7.80E-05,6.18E-05,6.68E-05,6.77E-05,7.51E-05,7.21E-05,9.96E-05,0.000108085,0.000115332,0.000100489,0.000103851,0.000100681,0.000110036,0.000110811,0.000102155,8.25E-05
Merchandise trade (% of GDP),Lao PDR,LAO,Asia,5.00E-05,4.69E-05,4.25E-05,3.94E-05,4.55E-05,5.25E-05,5.62E-05,4.71E-05,4.58E-05,4.31E-05,5.34E-05,5.25E-05,5.23E-05,4.48E-05,5.23E-05,6.48E-05
Merchandise trade (% of GDP),Latvia,LVA,Europe,6.38E-05,6.59E-05,6.63E-05,6.92E-05,7.71E-05,8.17E-05,8.22E-05,7.62E-05,7.35E-05,6.65E-05,8.89E-05,0.000102795,0.000110619,0.000106241,0.000104308,9.91E-05
Merchandise trade (% of GDP),Lebanon,LBN,Asia,4.02E-05,4.80E-05,4.07E-05,4.55E-05,5.58E-05,5.57E-05,5.66E-05,6.37E-05,7.28E-05,5.86E-05,6.11E-05,6.62E-05,6.26E-05,5.80E-05,5.53E-05,4.59E-05
Merchandise trade (% of GDP),Lesotho,LSO,Africa,0.00011597,0.000123894,0.000151203,0.00013793,0.000142135,0.000122507,0.000123215,0.000149627,0.000152627,0.000145725,0.000140029,0.000140028,0.000141478,0.0001248,0.00012133,0.000123341
Merchandise trade (% of GDP),Liberia,LBR,Africa,0.000114073,3.94E-05,3.82E-05,3.73E-05,4.92E-05,4.65E-05,5.59E-05,5.09E-05,6.11E-05,3.96E-05,4.66E-05,5.88E-05,5.38E-05,5.57E-05,7.76E-05,6.20E-05
Merchandise trade (% of GDP),Libya,LBY,Africa,4.12E-05,4.41E-05,6.96E-05,6.55E-05,7.17E-05,7.38E-05,7.92E-05,7.95E-05,8.16E-05,7.92E-05,8.91E-05,7.80E-05,0.000101407,0.000111473,9.68E-05,9.99E-05
Merchandise trade (% of GDP),Liechtenstein,LIE,Europe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Merchandise trade (% of GDP),Lithuania,LTU,Europe,8.04E-05,8.94E-05,9.25E-05,9.03E-05,9.59E-05,0.000104818,0.000111037,0.000104681,0.000114535,9.30E-05,0.000118882,0.000137265,0.000143389,0.00014491,0.000137269,0.000129279
Merchandise trade (% of GDP),Luxembourg,LUX,Europe,9.24E-05,0.000103843,9.68E-05,9.97E-05,0.000104644,0.000111727,0.000118179,0.000100145,0.000103583,9.08E-05,8.43E-05,8.29E-05,8.18E-05,7.31E-05,6.92E-05,7.00E-05
Merchandise trade (% of GDP),"Macao SAR, China",MAC,Asia,7.68E-05,7.52E-05,7.33E-05,7.09E-05,6.52E-05,5.78E-05,5.27E-05,4.68E-05,3.77E-05,2.66E-05,2.31E-05,2.40E-05,2.32E-05,2.19E-05,2.26E-05,2.63E-05
Merchandise trade (% of GDP),North Macedonia,MKD,Europe,9.06E-05,7.69E-05,7.74E-05,7.43E-05,8.11E-05,8.42E-05,8.98E-05,0.000104109,0.000109733,8.28E-05,9.38E-05,0.000109627,0.000108124,0.000100936,0.000107989,0.000108927
Merchandise trade (% of GDP),Madagascar,MDG,Africa,4.15E-05,3.76E-05,2.08E-05,3.39E-05,5.28E-05,4.37E-05,4.36E-05,4.54E-05,4.75E-05,4.42E-05,3.74E-05,3.89E-05,3.98E-05,4.17E-05,4.33E-05,4.28E-05
Merchandise trade (% of GDP),Malawi,MWI,Africa,5.23E-05,5.90E-05,3.15E-05,4.09E-05,4.07E-05,4.58E-05,4.69E-05,5.07E-05,5.79E-05,5.18E-05,4.65E-05,4.81E-05,5.88E-05,7.34E-05,6.86E-05,5.32E-05
Merchandise trade (% of GDP),Malaysia,MYS,Asia,0.000192123,0.00017429,0.000172365,0.0001706,0.000185822,0.00017832,0.000178983,0.000166437,0.000154134,0.000138932,0.000142435,0.000139472,0.00013482,0.000134321,0.000130975,0.000124744
Merchandise trade (% of GDP),Maldives,MDV,Asia,7.98E-05,5.78E-05,5.84E-05,5.92E-05,6.71E-05,7.80E-05,7.31E-05,7.09E-05,7.57E-05,4.83E-05,4.98E-05,6.53E-05,6.47E-05,6.26E-05,6.20E-05,5.20E-05
